"customer_id","first_name","last_name","gender","city","region","occupation","account_type","income_band","account_status","transaction_count","total_transaction_value","platform_revenue","average_transaction_value","last_transaction_date","customer_value_segment","activity_segment"
"CUST009016","Omar","Aslam","Female","Karachi","South","Student","Savings Account","Middle","Active","5","53582.48","514.99","10716.50","2025-07-02","Medium Value","Low Activity"
"CUST006399","Hassan","Farooq","Female","Gujranwala","Central","Salaried","Digital Wallet","Lower-Middle","Active","2","53526.68","322.42","26763.34","2024-10-15","Medium Value","Low Activity"
"CUST006313","Sana","Sheikh","Male","Quetta","West","Freelancer","Savings Account","Lower-Middle","Active","5","53507.55","327.04","10701.51","2025-09-03","Medium Value","Low Activity"
"CUST005724","Iqra","Aslam","Male","Sukkur","South","Retired","Current Account","Upper-Middle","Closed","5","53493.64","537.65","10698.73","2025-12-12","Medium Value","Low Activity"
"CUST008799","Danish","Javed","Female","Rawalpindi","North","Retired","Premium Account","Middle","Active","6","53462.48","198.79","8910.41","2025-11-29","Medium Value","Low Activity"
"CUST002165","Ayesha","Siddiqui","Male","Sukkur","South","Business Owner","Current Account","Lower-Middle","Active","1","53410.16","578.14","53410.16","2025-08-10","Medium Value","Low Activity"
"CUST002958","Maryam","Sheikh","Male","Abbottabad","North","Salaried","Digital Wallet","Middle","Active","8","53398.53","375.20","6674.82","2025-12-20","Medium Value","Low Activity"
"CUST001107","Ali","Siddiqui","Male","Peshawar","North","Salaried","Current Account","Middle","Active","5","53393.55","386.81","10678.71","2025-07-12","Medium Value","Low Activity"
"CUST002440","Sana","Qureshi","Male","Hyderabad","South","Freelancer","Savings Account","Middle","Active","5","53383.65","454.49","10676.73","2025-12-31","Medium Value","Low Activity"
"CUST000109","Hamza","Siddiqui","Male","Abbottabad","North","Self-Employed","Digital Wallet","Middle","Active","6","53373.86","356.86","8895.64","2025-09-27","Medium Value","Low Activity"
"CUST010740","Noor","Malik","Male","Gujranwala","Central","Business Owner","Digital Wallet","Middle","Active","4","53359.65","251.88","13339.91","2025-12-17","Medium Value","Low Activity"
"CUST010109","Ali","Siddiqui","Female","Hyderabad","South","Self-Employed","Premium Account","Middle","Active","1","53348.96","214.66","53348.96","2024-11-16","Medium Value","Low Activity"
"CUST009509","Omar","Farooq","Male","Hyderabad","South","Freelancer","Current Account","Upper-Middle","Active","3","53283.27","216.49","17761.09","2025-12-06","Medium Value","Low Activity"
"CUST005617","Bilal","Sheikh","Female","Faisalabad","Central","Salaried","Premium Account","Middle","Active","5","53274.75","305.88","10654.95","2025-11-04","Medium Value","Low Activity"
"CUST006441","Zainab","Aslam","Male","Sialkot","Central","Salaried","Digital Wallet","Middle","Active","4","53256.66","464.33","13314.17","2025-03-30","Medium Value","Low Activity"
"CUST005499","Talha","Aslam","Male","Abbottabad","North","Self-Employed","Digital Wallet","Upper-Middle","Closed","9","53244.67","471.80","5916.07","2025-11-01","Medium Value","Low Activity"
"CUST008085","Maham","Ahmed","Female","Abbottabad","North","Salaried","Savings Account","Lower-Middle","Active","3","53241.71","487.43","17747.24","2025-10-28","Medium Value","Low Activity"
"CUST005538","Hassan","Raza","Male","Lahore","Central","Freelancer","Digital Wallet","Lower-Middle","Active","4","53238.97","375.69","13309.74","2025-06-15","Medium Value","Low Activity"
"CUST004178","Hassan","Hussain","Male","Gwadar","West","Student","Digital Wallet","Upper-Middle","Active","4","53191.15","559.99","13297.79","2025-08-14","Medium Value","Low Activity"
"CUST008720","Noor","Raza","Female","Abbottabad","North","Salaried","Current Account","Lower-Middle","Active","6","53162.42","345.83","8860.40","2025-11-01","Medium Value","Low Activity"
"CUST004226","Ali","Mirza","Male","Hyderabad","South","Salaried","Digital Wallet","Middle","Active","6","53153.88","516.46","8858.98","2025-01-22","Medium Value","Low Activity"
"CUST008360","Zainab","Shah","Female","Abbottabad","North","Salaried","Digital Wallet","Low","Closed","3","53145.60","353.01","17715.20","2025-03-22","Medium Value","Low Activity"
"CUST004856","Ali","Qureshi","Male","Quetta","West","Salaried","Premium Account","Lower-Middle","Dormant","5","53045.63","504.85","10609.13","2025-03-28","Medium Value","Low Activity"
"CUST007082","Saad","Raza","Female","Hyderabad","South","Salaried","Premium Account","Lower-Middle","Dormant","5","53016.85","428.52","10603.37","2025-11-23","Medium Value","Low Activity"
"CUST006560","Fatima","Mirza","Male","Abbottabad","North","Salaried","Savings Account","Low","Active","10","52985.47","400.89","5298.55","2025-11-21","Medium Value","Moderately Active"
"CUST005061","Sara","Farooq","Female","Islamabad","North","Self-Employed","Digital Wallet","Upper-Middle","Active","7","52920.80","294.62","7560.11","2025-06-15","Medium Value","Low Activity"
"CUST002267","Hira","Iqbal","Female","Sukkur","South","Salaried","Digital Wallet","Upper-Middle","Dormant","4","52915.83","284.69","13228.96","2025-02-05","Medium Value","Low Activity"
"CUST002978","Talha","Aslam","Male","Hyderabad","South","Freelancer","Current Account","Middle","Active","3","52852.74","241.25","17617.58","2025-10-14","Medium Value","Low Activity"
"CUST006143","Omar","Malik","Male","Abbottabad","North","Salaried","Current Account","Middle","Active","5","52842.84","441.99","10568.57","2025-05-08","Medium Value","Low Activity"
"CUST009170","Ali","Ahmed","Female","Abbottabad","North","Student","Digital Wallet","Low","Active","3","52832.79","261.11","17610.93","2025-10-11","Medium Value","Low Activity"
"CUST011670","Hira","Siddiqui","Male","Hyderabad","South","Freelancer","Digital Wallet","Low","Active","7","52831.44","374.13","7547.35","2025-12-10","Medium Value","Low Activity"
"CUST010012","Usman","Iqbal","Male","Lahore","Central","Salaried","Savings Account","High","Active","5","52817.07","320.11","10563.41","2025-12-05","Medium Value","Low Activity"
"CUST009100","Noor","Raza","Female","Gwadar","West","Self-Employed","Digital Wallet","Middle","Active","6","52792.53","456.62","8798.76","2024-12-24","Medium Value","Low Activity"
"CUST008054","Saad","Farooq","Male","Sukkur","South","Self-Employed","Digital Wallet","Lower-Middle","Active","3","52791.85","237.16","17597.28","2025-04-04","Medium Value","Low Activity"
"CUST002677","Iqra","Javed","Male","Lahore","Central","Salaried","Digital Wallet","Lower-Middle","Active","5","52706.22","384.73","10541.24","2025-10-19","Medium Value","Low Activity"
"CUST010008","Sana","Javed","Female","Dera Ismail Khan","West","Freelancer","Digital Wallet","Upper-Middle","Active","1","52680.58","202.49","52680.58","2024-03-28","Medium Value","Low Activity"
"CUST005820","Iqra","Khan","Male","Sialkot","Central","Freelancer","Savings Account","High","Active","4","52664.39","250.47","13166.10","2025-04-15","Medium Value","Low Activity"
"CUST007521","Danish","Shah","Male","Rawalpindi","North","Salaried","Digital Wallet","Middle","Active","4","52652.95","270.45","13163.24","2025-11-25","Medium Value","Low Activity"
"CUST004791","Bilal","Raza","Male","Faisalabad","Central","Salaried","Savings Account","Middle","Active","6","52646.48","277.76","8774.41","2025-12-25","Medium Value","Low Activity"
"CUST011624","Saad","Javed","Female","Sukkur","South","Self-Employed","Savings Account","High","Active","6","52644.51","447.16","8774.09","2025-11-11","Medium Value","Low Activity"
"CUST000314","Ahmed","Mirza","Female","Faisalabad","Central","Freelancer","Digital Wallet","Middle","Active","2","52606.25","239.56","26303.13","2025-10-07","Medium Value","Low Activity"
"CUST009939","Sara","Khan","Male","Karachi","South","Retired","Savings Account","Low","Active","3","52572.01","279.30","17524.00","2025-01-17","Medium Value","Low Activity"
"CUST000243","Talha","Hussain","Male","Peshawar","North","Salaried","Premium Account","Middle","Active","7","52571.11","248.17","7510.16","2025-10-18","Medium Value","Low Activity"
"CUST006594","Sara","Sheikh","Male","Karachi","South","Freelancer","Savings Account","Middle","Active","6","52543.54","312.17","8757.26","2025-05-29","Medium Value","Low Activity"
"CUST000375","Hassan","Siddiqui","Female","Rawalpindi","North","Self-Employed","Current Account","Lower-Middle","Active","2","52527.56","222.13","26263.78","2025-08-28","Medium Value","Low Activity"
"CUST011256","Bilal","Aslam","Female","Abbottabad","North","Business Owner","Current Account","Upper-Middle","Active","6","52523.03","312.41","8753.84","2025-06-26","Medium Value","Low Activity"
"CUST002829","Maham","Hussain","Male","Hyderabad","South","Self-Employed","Savings Account","Lower-Middle","Closed","6","52492.51","404.48","8748.75","2024-10-21","Medium Value","Low Activity"
"CUST000868","Maham","Javed","Male","Sukkur","South","Student","Digital Wallet","Lower-Middle","Active","6","52446.04","444.55","8741.01","2025-12-09","Medium Value","Low Activity"
"CUST003988","Hassan","Sheikh","Male","Gujranwala","Central","Salaried","Digital Wallet","Upper-Middle","Active","4","52442.87","274.37","13110.72","2025-08-28","Medium Value","Low Activity"
"CUST002495","Sana","Hussain","Male","Karachi","South","Freelancer","Savings Account","Upper-Middle","Active","7","52409.94","468.85","7487.13","2025-07-03","Medium Value","Low Activity"
"CUST008776","Talha","Mirza","Male","Rawalpindi","North","Salaried","Digital Wallet","Middle","Active","4","52396.66","387.67","13099.17","2025-12-17","Medium Value","Low Activity"
"CUST009795","Hamza","Khan","Male","Peshawar","North","Salaried","Current Account","Lower-Middle","Active","4","52386.59","558.41","13096.65","2025-10-07","Medium Value","Low Activity"
"CUST004247","Talha","Mirza","Male","Hyderabad","South","Self-Employed","Digital Wallet","Low","Active","7","52373.17","408.69","7481.88","2025-05-25","Medium Value","Low Activity"
"CUST004041","Omar","Malik","Male","Faisalabad","Central","Business Owner","Savings Account","Low","Active","7","52366.38","398.63","7480.91","2025-10-22","Medium Value","Low Activity"
"CUST010073","Maham","Siddiqui","Male","Islamabad","North","Business Owner","Digital Wallet","Middle","Active","7","52315.34","373.31","7473.62","2025-07-06","Medium Value","Low Activity"
"CUST003738","Iqra","Mirza","Female","Karachi","South","Student","Current Account","Middle","Active","10","52301.70","444.39","5230.17","2025-12-09","Medium Value","Moderately Active"
"CUST003272","Ali","Qureshi","Male","Lahore","Central","Freelancer","Current Account","Lower-Middle","Active","3","52278.63","367.66","17426.21","2025-10-18","Medium Value","Low Activity"
"CUST002142","Noor","Malik","Male","Sialkot","Central","Freelancer","Premium Account","Lower-Middle","Active","4","52262.15","596.50","13065.54","2025-11-03","Medium Value","Low Activity"
"CUST011010","Fatima","Shah","Female","Hyderabad","South","Salaried","Current Account","Middle","Dormant","4","52245.77","242.53","13061.44","2025-04-05","Medium Value","Low Activity"
"CUST000912","Hamza","Raza","Female","Sukkur","South","Student","Digital Wallet","Middle","Dormant","3","52216.95","378.92","17405.65","2025-09-24","Medium Value","Low Activity"
"CUST001610","Noor","Khan","Female","Sialkot","Central","Business Owner","Savings Account","Upper-Middle","Active","1","52205.89","183.06","52205.89","2024-09-04","Medium Value","Low Activity"
"CUST011617","Omar","Qureshi","Female","Lahore","Central","Business Owner","Savings Account","Lower-Middle","Active","2","52147.69","257.36","26073.85","2025-08-12","Medium Value","Low Activity"
"CUST003655","Talha","Mirza","Female","Peshawar","North","Freelancer","Digital Wallet","Upper-Middle","Active","2","52098.75","261.35","26049.38","2025-12-25","Medium Value","Low Activity"
"CUST000781","Maham","Mirza","Female","Peshawar","North","Salaried","Savings Account","Lower-Middle","Active","5","52094.14","381.84","10418.83","2025-07-19","Medium Value","Low Activity"
"CUST002563","Danish","Malik","Male","Karachi","South","Self-Employed","Digital Wallet","Middle","Dormant","6","52072.44","435.00","8678.74","2025-10-09","Medium Value","Low Activity"
"CUST005023","Omar","Iqbal","Female","Karachi","South","Business Owner","Digital Wallet","Low","Active","8","52066.78","348.95","6508.35","2025-12-27","Medium Value","Low Activity"
"CUST007902","Hamza","Mirza","Male","Sialkot","Central","Self-Employed","Digital Wallet","Lower-Middle","Active","5","52061.45","418.02","10412.29","2025-05-15","Medium Value","Low Activity"
"CUST006001","Usman","Qureshi","Female","Lahore","Central","Business Owner","Digital Wallet","Low","Active","4","52056.18","455.77","13014.05","2025-01-10","Medium Value","Low Activity"
"CUST011527","Ahmed","Sheikh","Female","Peshawar","North","Salaried","Current Account","Middle","Active","3","52048.42","343.60","17349.47","2025-12-18","Medium Value","Low Activity"
"CUST007933","Hamza","Malik","Male","Rawalpindi","North","Salaried","Savings Account","Middle","Active","3","52006.37","294.36","17335.46","2024-10-26","Medium Value","Low Activity"
"CUST011543","Danish","Farooq","Male","Sialkot","Central","Freelancer","Digital Wallet","Middle","Active","5","51978.32","268.59","10395.66","2025-03-14","Medium Value","Low Activity"
"CUST005147","Iqra","Butt","Male","Karachi","South","Self-Employed","Digital Wallet","Low","Active","6","51968.21","464.12","8661.37","2025-08-28","Medium Value","Low Activity"
"CUST005257","Hamza","Hussain","Female","Lahore","Central","Business Owner","Savings Account","Upper-Middle","Closed","2","51925.98","413.92","25962.99","2025-08-03","Medium Value","Low Activity"
"CUST011758","Noor","Iqbal","Male","Lahore","Central","Freelancer","Digital Wallet","Low","Active","4","51924.69","511.47","12981.17","2025-01-14","Medium Value","Low Activity"
"CUST002892","Hira","Sheikh","Female","Quetta","West","Salaried","Current Account","Low","Active","5","51912.93","358.13","10382.59","2025-10-21","Medium Value","Low Activity"
"CUST000021","Omar","Ahmed","Female","Sukkur","South","Self-Employed","Current Account","Low","Active","7","51877.50","447.59","7411.07","2025-09-18","Medium Value","Low Activity"
"CUST008079","Omar","Shah","Male","Quetta","West","Business Owner","Current Account","High","Active","5","51868.44","337.91","10373.69","2025-09-22","Medium Value","Low Activity"
"CUST007329","Bilal","Iqbal","Male","Islamabad","North","Salaried","Savings Account","Upper-Middle","Active","4","51853.05","272.30","12963.26","2025-09-02","Medium Value","Low Activity"
"CUST007851","Talha","Ahmed","Male","Gujranwala","Central","Freelancer","Digital Wallet","Lower-Middle","Active","9","51783.47","362.93","5753.72","2025-12-19","Medium Value","Low Activity"
"CUST008879","Omar","Javed","Female","Peshawar","North","Business Owner","Current Account","Lower-Middle","Active","2","51773.18","522.52","25886.59","2024-04-04","Medium Value","Low Activity"
"CUST001533","Fatima","Raza","Female","Lahore","Central","Salaried","Savings Account","Lower-Middle","Closed","4","51742.85","347.46","12935.71","2025-04-21","Medium Value","Low Activity"
"CUST008770","Talha","Qureshi","Male","Rawalpindi","North","Salaried","Savings Account","Lower-Middle","Active","5","51729.94","457.39","10345.99","2025-11-16","Medium Value","Low Activity"
"CUST009116","Ayesha","Qureshi","Female","Hyderabad","South","Salaried","Premium Account","Upper-Middle","Active","3","51690.81","299.24","17230.27","2025-10-13","Medium Value","Low Activity"
"CUST004339","Fatima","Siddiqui","Female","Faisalabad","Central","Salaried","Current Account","Upper-Middle","Active","6","51687.05","476.47","8614.51","2025-09-09","Medium Value","Low Activity"
"CUST010738","Hira","Butt","Female","Sialkot","Central","Salaried","Current Account","Middle","Active","1","51676.64","198.50","51676.64","2025-12-01","Medium Value","Low Activity"
"CUST007191","Omar","Shah","Male","Faisalabad","Central","Retired","Premium Account","Low","Dormant","8","51671.49","523.53","6458.94","2025-09-22","Medium Value","Low Activity"
"CUST009521","Hira","Iqbal","Male","Dera Ismail Khan","West","Freelancer","Digital Wallet","Middle","Active","6","51667.66","343.30","8611.28","2025-02-08","Medium Value","Low Activity"
"CUST005158","Bilal","Mirza","Male","Lahore","Central","Retired","Premium Account","Middle","Active","3","51655.29","246.73","17218.43","2025-10-22","Medium Value","Low Activity"
"CUST000100","Ayesha","Iqbal","Male","Dera Ismail Khan","West","Salaried","Current Account","Upper-Middle","Active","7","51640.51","307.84","7377.22","2025-06-28","Medium Value","Low Activity"
"CUST010842","Sara","Aslam","Female","Sialkot","Central","Business Owner","Digital Wallet","Upper-Middle","Dormant","5","51635.71","301.69","10327.14","2025-12-23","Medium Value","Low Activity"
"CUST008289","Talha","Iqbal","Female","Faisalabad","Central","Self-Employed","Current Account","High","Closed","3","51625.57","280.00","17208.52","2025-10-26","Medium Value","Low Activity"
"CUST001043","Talha","Ahmed","Male","Faisalabad","Central","Retired","Digital Wallet","Middle","Active","6","51624.79","532.05","8604.13","2025-12-30","Medium Value","Low Activity"
"CUST006869","Ali","Ahmed","Male","Sialkot","Central","Salaried","Digital Wallet","Low","Active","4","51622.93","482.96","12905.73","2025-10-10","Medium Value","Low Activity"
"CUST007937","Fatima","Farooq","Female","Islamabad","North","Business Owner","Digital Wallet","Upper-Middle","Active","3","51551.97","301.00","17183.99","2025-09-09","Medium Value","Low Activity"
"CUST009479","Noor","Hussain","Male","Faisalabad","Central","Self-Employed","Savings Account","Low","Active","4","51542.62","312.46","12885.66","2025-02-28","Medium Value","Low Activity"
"CUST002150","Bilal","Khan","Male","Islamabad","North","Self-Employed","Savings Account","Low","Active","4","51538.94","385.38","12884.74","2025-12-22","Medium Value","Low Activity"
"CUST006666","Bilal","Aslam","Male","Karachi","South","Student","Digital Wallet","Upper-Middle","Active","7","51526.32","393.86","7360.90","2025-11-11","Medium Value","Low Activity"
"CUST004630","Noor","Qureshi","Male","Abbottabad","North","Salaried","Savings Account","Lower-Middle","Active","6","51524.87","389.64","8587.48","2025-08-18","Medium Value","Low Activity"
"CUST001049","Fatima","Shah","Female","Karachi","South","Salaried","Current Account","Low","Active","3","51517.06","220.40","17172.35","2025-07-27","Medium Value","Low Activity"
"CUST006758","Sana","Qureshi","Male","Hyderabad","South","Self-Employed","Current Account","Low","Active","5","51472.42","426.09","10294.48","2025-11-15","Medium Value","Low Activity"
"CUST003482","Talha","Iqbal","Male","Hyderabad","South","Salaried","Savings Account","Lower-Middle","Active","5","51470.15","421.39","10294.03","2025-07-15","Medium Value","Low Activity"
"CUST001264","Hamza","Raza","Female","Dera Ismail Khan","West","Retired","Current Account","Middle","Dormant","6","51449.86","445.69","8574.98","2025-10-18","Medium Value","Low Activity"
"CUST008453","Omar","Hussain","Female","Islamabad","North","Student","Savings Account","Lower-Middle","Active","6","51391.37","355.32","8565.23","2025-12-22","Medium Value","Low Activity"
"CUST002602","Ali","Shah","Male","Hyderabad","South","Freelancer","Current Account","Middle","Active","3","51348.80","357.44","17116.27","2025-02-14","Medium Value","Low Activity"
"CUST007178","Zainab","Khan","Female","Quetta","West","Student","Digital Wallet","Middle","Active","8","51337.85","393.66","6417.23","2025-12-26","Medium Value","Low Activity"
"CUST000174","Zainab","Sheikh","Male","Gwadar","West","Salaried","Savings Account","Middle","Active","4","51321.77","537.34","12830.44","2025-05-18","Medium Value","Low Activity"
"CUST003261","Danish","Butt","Male","Abbottabad","North","Self-Employed","Digital Wallet","Low","Active","6","51319.52","282.67","8553.25","2025-08-18","Medium Value","Low Activity"
"CUST000167","Saad","Ahmed","Female","Karachi","South","Business Owner","Digital Wallet","Lower-Middle","Active","4","51318.89","435.33","12829.72","2025-06-03","Medium Value","Low Activity"
"CUST004115","Hassan","Aslam","Male","Hyderabad","South","Student","Digital Wallet","Upper-Middle","Active","5","51309.84","284.25","10261.97","2025-08-23","Medium Value","Low Activity"
"CUST002314","Zainab","Butt","Male","Rawalpindi","North","Student","Savings Account","Lower-Middle","Active","8","51284.12","322.83","6410.52","2025-08-06","Medium Value","Low Activity"
"CUST001442","Fatima","Javed","Female","Rawalpindi","North","Salaried","Digital Wallet","Low","Active","3","51257.72","244.85","17085.91","2025-12-29","Medium Value","Low Activity"
"CUST009340","Zainab","Malik","Male","Peshawar","North","Self-Employed","Digital Wallet","High","Active","2","51229.01","185.67","25614.51","2024-12-15","Medium Value","Low Activity"
"CUST010998","Ali","Hussain","Female","Karachi","South","Salaried","Current Account","Upper-Middle","Active","4","51221.42","542.70","12805.36","2025-12-29","Medium Value","Low Activity"
"CUST001949","Sana","Malik","Male","Abbottabad","North","Business Owner","Savings Account","Upper-Middle","Active","3","51208.03","412.47","17069.34","2025-12-05","Medium Value","Low Activity"
"CUST008679","Sara","Siddiqui","Male","Hyderabad","South","Student","Digital Wallet","Upper-Middle","Active","6","51189.30","476.98","8531.55","2025-09-27","Medium Value","Low Activity"
"CUST005615","Zainab","Mirza","Female","Gujranwala","Central","Self-Employed","Savings Account","Middle","Active","5","51153.33","291.15","10230.67","2025-12-10","Medium Value","Low Activity"
"CUST006580","Bilal","Mirza","Female","Gwadar","West","Salaried","Digital Wallet","Lower-Middle","Closed","10","51152.86","434.75","5115.29","2025-12-20","Medium Value","Moderately Active"
"CUST005530","Ayesha","Javed","Female","Karachi","South","Student","Digital Wallet","Middle","Active","3","51149.48","290.87","17049.83","2025-12-19","Medium Value","Low Activity"
"CUST008982","Fatima","Iqbal","Male","Gujranwala","Central","Salaried","Savings Account","Middle","Active","3","51120.39","586.50","17040.13","2025-07-05","Medium Value","Low Activity"
"CUST011932","Danish","Khan","Female","Faisalabad","Central","Salaried","Digital Wallet","Upper-Middle","Dormant","6","51090.24","392.02","8515.04","2025-09-10","Medium Value","Low Activity"
"CUST002282","Noor","Iqbal","Female","Peshawar","North","Business Owner","Digital Wallet","Lower-Middle","Active","3","51060.42","424.78","17020.14","2025-09-08","Medium Value","Low Activity"
"CUST006065","Hira","Butt","Female","Sialkot","Central","Student","Savings Account","Middle","Active","5","51052.77","460.59","10210.55","2025-07-02","Medium Value","Low Activity"
"CUST009978","Bilal","Hussain","Female","Hyderabad","South","Freelancer","Savings Account","Middle","Active","6","51020.51","463.83","8503.42","2025-08-26","Medium Value","Low Activity"
"CUST006999","Hassan","Khan","Male","Sukkur","South","Salaried","Digital Wallet","Upper-Middle","Active","3","51005.88","300.88","17001.96","2025-11-20","Medium Value","Low Activity"
"CUST011155","Ahmed","Shah","Male","Abbottabad","North","Freelancer","Savings Account","Middle","Active","6","50991.21","440.56","8498.54","2025-11-07","Medium Value","Low Activity"
"CUST002269","Hamza","Javed","Male","Karachi","South","Student","Current Account","Middle","Dormant","7","50985.24","392.61","7283.61","2025-09-26","Medium Value","Low Activity"
"CUST008832","Hira","Shah","Male","Sialkot","Central","Self-Employed","Digital Wallet","Low","Active","4","50981.99","419.42","12745.50","2025-11-01","Medium Value","Low Activity"
"CUST011489","Maham","Qureshi","Male","Abbottabad","North","Business Owner","Savings Account","High","Active","5","50976.11","375.92","10195.22","2025-09-10","Medium Value","Low Activity"
"CUST003719","Talha","Farooq","Male","Quetta","West","Business Owner","Savings Account","Middle","Active","4","50967.15","290.91","12741.79","2024-11-14","Medium Value","Low Activity"
"CUST001903","Ahmed","Hussain","Male","Hyderabad","South","Salaried","Savings Account","Upper-Middle","Dormant","6","50965.03","274.48","8494.17","2025-12-08","Medium Value","Low Activity"
"CUST011011","Fatima","Aslam","Female","Faisalabad","Central","Student","Digital Wallet","Lower-Middle","Dormant","1","50948.51","189.65","50948.51","2024-04-21","Medium Value","Low Activity"
"CUST007194","Ali","Butt","Female","Lahore","Central","Business Owner","Premium Account","Middle","Active","5","50924.06","536.76","10184.81","2025-12-04","Medium Value","Low Activity"
"CUST010119","Zainab","Mirza","Female","Sialkot","Central","Salaried","Digital Wallet","Middle","Active","1","50873.85","211.69","50873.85","2025-02-10","Medium Value","Low Activity"
"CUST000991","Hamza","Mirza","Male","Lahore","Central","Student","Savings Account","Lower-Middle","Active","7","50858.66","335.38","7265.52","2025-11-02","Medium Value","Low Activity"
"CUST004651","Hassan","Mirza","Male","Sukkur","South","Salaried","Savings Account","Lower-Middle","Active","6","50804.42","354.59","8467.40","2025-08-28","Medium Value","Low Activity"
"CUST004373","Saad","Ahmed","Male","Gujranwala","Central","Business Owner","Savings Account","Middle","Active","6","50788.02","360.30","8464.67","2025-11-06","Medium Value","Low Activity"
"CUST001045","Noor","Farooq","Female","Peshawar","North","Freelancer","Savings Account","Middle","Dormant","4","50781.85","289.52","12695.46","2025-09-29","Medium Value","Low Activity"
"CUST008231","Maham","Malik","Male","Abbottabad","North","Salaried","Digital Wallet","Upper-Middle","Active","8","50770.24","488.65","6346.28","2025-11-17","Medium Value","Low Activity"
"CUST009792","Sana","Malik","Male","Abbottabad","North","Business Owner","Premium Account","Middle","Active","2","50726.68","258.00","25363.34","2025-04-22","Medium Value","Low Activity"
"CUST007237","Omar","Malik","Male","Lahore","Central","Business Owner","Current Account","Upper-Middle","Active","6","50697.45","508.12","8449.58","2025-04-30","Medium Value","Low Activity"
"CUST009075","Danish","Khan","Female","Hyderabad","South","Salaried","Savings Account","Lower-Middle","Active","2","50664.90","179.27","25332.45","2025-06-25","Medium Value","Low Activity"
"CUST009339","Ali","Hussain","Female","Sialkot","Central","Self-Employed","Savings Account","Lower-Middle","Active","4","50662.22","250.70","12665.56","2025-06-14","Medium Value","Low Activity"
"CUST000990","Maham","Hussain","Female","Hyderabad","South","Business Owner","Digital Wallet","Low","Active","1","50661.45","164.05","50661.45","2024-12-04","Medium Value","Low Activity"
"CUST010512","Maryam","Raza","Male","Hyderabad","South","Self-Employed","Digital Wallet","High","Active","2","50656.67","272.23","25328.34","2025-09-17","Medium Value","Low Activity"
"CUST008356","Maryam","Khan","Female","Sukkur","South","Freelancer","Savings Account","Middle","Active","5","50643.26","447.84","10128.65","2025-12-02","Medium Value","Low Activity"
"CUST010375","Talha","Butt","Male","Sukkur","South","Student","Digital Wallet","Upper-Middle","Active","4","50631.28","359.09","12657.82","2025-10-29","Medium Value","Low Activity"
"CUST010265","Zainab","Malik","Male","Abbottabad","North","Salaried","Digital Wallet","Middle","Active","3","50605.87","204.24","16868.62","2025-06-08","Medium Value","Low Activity"
"CUST010506","Talha","Sheikh","Female","Sukkur","South","Salaried","Savings Account","Upper-Middle","Active","6","50588.40","423.51","8431.40","2025-11-20","Medium Value","Low Activity"
"CUST004136","Hamza","Butt","Male","Abbottabad","North","Salaried","Savings Account","Low","Active","2","50585.21","192.79","25292.61","2025-10-02","Medium Value","Low Activity"
"CUST003881","Bilal","Iqbal","Male","Sukkur","South","Business Owner","Digital Wallet","Upper-Middle","Active","5","50581.82","443.15","10116.36","2025-06-27","Medium Value","Low Activity"
"CUST004833","Hira","Shah","Male","Sukkur","South","Business Owner","Savings Account","Upper-Middle","Active","5","50530.46","569.99","10106.09","2025-10-24","Medium Value","Low Activity"
"CUST010877","Ahmed","Iqbal","Male","Rawalpindi","North","Business Owner","Digital Wallet","Lower-Middle","Active","4","50490.13","227.18","12622.53","2025-10-06","Medium Value","Low Activity"
"CUST001251","Sara","Qureshi","Male","Peshawar","North","Business Owner","Digital Wallet","Lower-Middle","Dormant","3","50470.55","536.46","16823.52","2025-08-22","Medium Value","Low Activity"
"CUST007885","Saad","Hussain","Female","Islamabad","North","Business Owner","Digital Wallet","Middle","Active","5","50444.36","336.65","10088.87","2025-02-08","Medium Value","Low Activity"
"CUST000729","Talha","Khan","Female","Sialkot","Central","Business Owner","Digital Wallet","Lower-Middle","Closed","6","50412.00","252.08","8402.00","2025-08-31","Medium Value","Low Activity"
"CUST009986","Ayesha","Aslam","Female","Gwadar","West","Student","Premium Account","High","Active","7","50346.91","359.71","7192.42","2025-12-13","Medium Value","Low Activity"
"CUST007750","Bilal","Mirza","Female","Sukkur","South","Business Owner","Digital Wallet","Lower-Middle","Active","5","50332.73","447.51","10066.55","2025-05-03","Medium Value","Low Activity"
"CUST011768","Maham","Qureshi","Male","Karachi","South","Business Owner","Current Account","Lower-Middle","Active","9","50322.73","333.00","5591.41","2025-10-13","Medium Value","Low Activity"
"CUST008646","Maham","Siddiqui","Female","Lahore","Central","Salaried","Digital Wallet","Middle","Active","6","50301.74","422.93","8383.62","2025-11-18","Medium Value","Low Activity"
"CUST010817","Danish","Hussain","Female","Hyderabad","South","Freelancer","Digital Wallet","Middle","Active","7","50298.64","397.31","7185.52","2025-11-25","Medium Value","Low Activity"
"CUST010161","Ayesha","Ahmed","Female","Islamabad","North","Retired","Current Account","Middle","Active","5","50295.83","318.89","10059.17","2025-12-12","Medium Value","Low Activity"
"CUST009179","Danish","Shah","Male","Sukkur","South","Student","Savings Account","Upper-Middle","Active","4","50237.00","342.79","12559.25","2025-03-05","Medium Value","Low Activity"
"CUST008919","Iqra","Iqbal","Male","Sukkur","South","Self-Employed","Current Account","Upper-Middle","Active","5","50218.46","374.11","10043.69","2025-03-23","Medium Value","Low Activity"
