customer_id,first_name,last_name,gender,date_of_birth,city,region,occupation,account_type,signup_date,income_band,account_status
CUST007250,Usman,Qureshi,Female,1972-01-25,Lahore,Central,Student,Digital Wallet,2025-06-15,Low,Active
CUST007251,Saad,Iqbal,Male,1981-05-02,Sialkot,Central,Self-Employed,Current Account,2024-08-25,Upper-Middle,Active
CUST007252,Hamza,Malik,Male,1998-05-20,Sialkot,Central,Student,Digital Wallet,2023-07-11,Lower-Middle,Active
CUST007253,Ahmed,Farooq,Male,1969-03-26,Hyderabad,South,Self-Employed,Digital Wallet,2024-09-03,Middle,Active
CUST007254,Talha,Siddiqui,Female,1971-08-11,Gujranwala,Central,Self-Employed,Current Account,2023-07-29,Lower-Middle,Active
CUST007255,Sara,Sheikh,Male,1989-10-21,Faisalabad,Central,Business Owner,Savings Account,2025-08-09,High,Active
CUST007256,Omar,Mirza,Male,1997-11-15,Peshawar,North,Student,Savings Account,2025-03-11,Middle,Active
CUST007257,Omar,Mirza,Female,2004-06-13,Faisalabad,Central,Salaried,Digital Wallet,2025-03-02,Lower-Middle,Active
CUST007258,Saad,Butt,Female,1989-06-20,Dera Ismail Khan,West,Self-Employed,Current Account,2023-12-28,Lower-Middle,Active
CUST007259,Maryam,Shah,Male,1991-03-16,Hyderabad,South,Salaried,Digital Wallet,2023-12-11,Middle,Dormant
CUST007260,Hamza,Sheikh,Male,1976-02-19,Rawalpindi,North,Self-Employed,Current Account,2022-06-10,Upper-Middle,Active
CUST007261,Ahmed,Siddiqui,Female,1981-11-07,Hyderabad,South,Self-Employed,Digital Wallet,2024-06-12,Middle,Active
CUST007262,Fatima,Malik,Male,1977-11-08,Hyderabad,South,Salaried,Savings Account,2022-06-07,Middle,Active
CUST007263,Hamza,Ahmed,Female,1969-12-18,Sialkot,Central,Self-Employed,Savings Account,2024-01-10,Lower-Middle,Active
CUST007264,Danish,Farooq,Female,1980-02-16,Peshawar,North,Salaried,Savings Account,2022-06-29,Lower-Middle,Active
CUST007265,Omar,Qureshi,Male,1973-06-11,Gujranwala,Central,Freelancer,Current Account,2023-10-14,Low,Active
CUST007266,Sara,Siddiqui,Male,1989-08-23,Islamabad,North,Self-Employed,Savings Account,2024-12-04,Lower-Middle,Active
CUST007267,Omar,Sheikh,Female,1995-11-10,Gujranwala,Central,Salaried,Current Account,2023-02-27,Lower-Middle,Active
CUST007268,Usman,Aslam,Female,2005-05-13,Faisalabad,Central,Self-Employed,Digital Wallet,2024-04-03,Lower-Middle,Active
CUST007269,Saad,Iqbal,Male,2001-02-09,Dera Ismail Khan,West,Business Owner,Digital Wallet,2022-12-22,Upper-Middle,Active
CUST007270,Sana,Khan,Male,1978-11-16,Faisalabad,Central,Freelancer,Savings Account,2023-02-15,Middle,Active
CUST007271,Ahmed,Mirza,Female,2003-01-16,Sukkur,South,Freelancer,Digital Wallet,2022-09-08,Lower-Middle,Active
CUST007272,Danish,Shah,Male,2003-09-09,Dera Ismail Khan,West,Self-Employed,Premium Account,2022-08-10,Lower-Middle,Active
CUST007273,Ali,Mirza,Female,1985-05-21,Islamabad,North,Business Owner,Savings Account,2023-05-25,Lower-Middle,Active
CUST007274,Maryam,Butt,Male,1973-01-05,Peshawar,North,Retired,Savings Account,2022-06-19,Lower-Middle,Active
CUST007275,Sara,Iqbal,Male,1996-07-21,Karachi,South,Salaried,Current Account,2025-05-05,Middle,Active
CUST007276,Maham,Qureshi,Male,1969-05-02,Karachi,South,Freelancer,Digital Wallet,2024-10-11,Middle,Active
CUST007277,Ahmed,Sheikh,Female,1979-06-07,Lahore,Central,Freelancer,Current Account,2022-10-31,Middle,Active
CUST007278,Sara,Sheikh,Male,1986-03-11,Gujranwala,Central,Freelancer,Savings Account,2025-04-27,Lower-Middle,Dormant
CUST007279,Ahmed,Raza,Female,2000-09-12,Lahore,Central,Retired,Current Account,2023-05-16,Middle,Active
CUST007280,Maryam,Iqbal,Female,2005-04-18,Hyderabad,South,Salaried,Digital Wallet,2023-12-29,Upper-Middle,Active
CUST007281,Noor,Raza,Male,1998-02-26,Karachi,South,Business Owner,Current Account,2024-08-14,Middle,Active
CUST007282,Iqra,Sheikh,Female,1984-05-21,Islamabad,North,Salaried,Digital Wallet,2024-11-23,Low,Active
CUST007283,Omar,Farooq,Female,1968-03-15,Rawalpindi,North,Salaried,Savings Account,2022-01-11,Middle,Active
CUST007284,Sara,Iqbal,Male,1997-07-03,Rawalpindi,North,Student,Savings Account,2023-01-23,High,Active
CUST007285,Usman,Siddiqui,Female,2000-07-27,Gwadar,West,Freelancer,Digital Wallet,2023-04-06,Middle,Active
CUST007286,Hira,Khan,Female,1984-10-09,Gwadar,West,Self-Employed,Digital Wallet,2024-03-12,Low,Active
CUST007287,Maryam,Khan,Male,1987-12-17,Hyderabad,South,Student,Savings Account,2025-04-09,Upper-Middle,Active
CUST007288,Usman,Javed,Female,1999-02-22,Islamabad,North,Salaried,Digital Wallet,2023-08-23,Lower-Middle,Active
CUST007289,Sana,Javed,Female,1970-01-19,Gujranwala,Central,Self-Employed,Current Account,2023-09-27,Lower-Middle,Active
CUST007290,Omar,Mirza,Female,1998-06-04,Abbottabad,North,Salaried,Current Account,2022-05-01,High,Dormant
CUST007291,Danish,Qureshi,Female,1986-01-08,Lahore,Central,Student,Savings Account,2023-12-22,Lower-Middle,Active
CUST007292,Ahmed,Raza,Female,1993-11-27,Islamabad,North,Salaried,Digital Wallet,2023-10-30,Lower-Middle,Active
CUST007293,Hamza,Ahmed,Female,1972-10-21,Sukkur,South,Salaried,Current Account,2024-05-21,High,Active
CUST007294,Maryam,Farooq,Female,1990-06-18,Peshawar,North,Self-Employed,Savings Account,2025-03-05,Upper-Middle,Active
CUST007295,Usman,Malik,Male,1976-12-13,Gujranwala,Central,Self-Employed,Savings Account,2024-02-16,Low,Active
CUST007296,Talha,Farooq,Female,1986-07-26,Dera Ismail Khan,West,Student,Current Account,2022-03-12,Upper-Middle,Active
CUST007297,Danish,Raza,Female,1986-07-20,Karachi,South,Self-Employed,Digital Wallet,2025-01-23,Low,Active
CUST007298,Ahmed,Qureshi,Female,2004-10-20,Peshawar,North,Salaried,Current Account,2023-10-16,Middle,Closed
CUST007299,Sana,Ahmed,Female,1992-07-25,Gwadar,West,Salaried,Savings Account,2023-10-29,Middle,Active
CUST007300,Ayesha,Mirza,Male,1987-09-27,Lahore,Central,Student,Savings Account,2025-04-10,Middle,Active
CUST007301,Sana,Sheikh,Female,1981-03-24,Faisalabad,Central,Salaried,Savings Account,2024-03-18,High,Active
CUST007302,Maryam,Qureshi,Male,1978-07-18,Sialkot,Central,Self-Employed,Current Account,2024-12-17,Middle,Active
CUST007303,Saad,Ahmed,Female,1991-10-07,Karachi,South,Salaried,Savings Account,2025-04-19,Low,Active
CUST007304,Ali,Shah,Male,2001-12-08,Faisalabad,Central,Retired,Current Account,2023-11-07,Low,Active
CUST007305,Saad,Sheikh,Female,1988-03-05,Sialkot,Central,Business Owner,Digital Wallet,2025-09-06,Middle,Active
CUST007306,Ayesha,Ahmed,Male,1992-01-22,Faisalabad,Central,Salaried,Digital Wallet,2022-08-23,Middle,Active
CUST007307,Hira,Mirza,Male,1978-08-10,Abbottabad,North,Business Owner,Savings Account,2025-04-07,Middle,Active
CUST007308,Noor,Iqbal,Female,1987-01-07,Karachi,South,Freelancer,Savings Account,2025-03-07,Middle,Active
CUST007309,Sana,Mirza,Male,1988-09-20,Abbottabad,North,Business Owner,Savings Account,2022-05-17,Lower-Middle,Active
CUST007310,Bilal,Malik,Male,1992-06-16,Lahore,Central,Business Owner,Digital Wallet,2022-07-29,Lower-Middle,Active
CUST007311,Usman,Khan,Female,1977-10-07,Gujranwala,Central,Salaried,Current Account,2022-02-20,Middle,Active
CUST007312,Sara,Hussain,Male,1979-02-11,Peshawar,North,Business Owner,Digital Wallet,2023-01-14,Middle,Active
CUST007313,Maryam,Shah,Male,1979-01-13,Sialkot,Central,Salaried,Savings Account,2025-09-19,Lower-Middle,Active
CUST007314,Zainab,Farooq,Female,1982-03-22,Lahore,Central,Salaried,Digital Wallet,2022-06-20,Low,Dormant
CUST007315,Zainab,Javed,Female,1976-01-01,Islamabad,North,Freelancer,Digital Wallet,2022-02-16,Upper-Middle,Closed
CUST007316,Maryam,Butt,Male,1973-02-21,Abbottabad,North,Student,Digital Wallet,2023-09-21,Upper-Middle,Active
CUST007317,Ayesha,Siddiqui,Male,1985-10-03,Sukkur,South,Salaried,Digital Wallet,2023-04-29,Upper-Middle,Closed
CUST007318,Hamza,Qureshi,Male,2000-09-24,Dera Ismail Khan,West,Business Owner,Current Account,2024-05-11,Lower-Middle,Active
CUST007319,Noor,Iqbal,Female,1966-08-04,Sialkot,Central,Freelancer,Current Account,2024-04-10,Middle,Active
CUST007320,Usman,Hussain,Female,1992-06-07,Faisalabad,Central,Business Owner,Digital Wallet,2025-02-06,Low,Active
CUST007321,Ahmed,Khan,Male,1998-03-10,Islamabad,North,Business Owner,Current Account,2023-07-23,High,Active
CUST007322,Ali,Mirza,Female,1998-11-27,Abbottabad,North,Self-Employed,Premium Account,2023-09-24,Lower-Middle,Active
CUST007323,Omar,Siddiqui,Female,1999-11-11,Lahore,Central,Business Owner,Current Account,2022-01-31,Middle,Dormant
CUST007324,Fatima,Malik,Female,1978-04-22,Gwadar,West,Freelancer,Current Account,2025-08-21,Middle,Active
CUST007325,Hira,Siddiqui,Female,1969-11-07,Hyderabad,South,Salaried,Savings Account,2022-10-19,Low,Active
CUST007326,Usman,Farooq,Male,2005-08-11,Faisalabad,Central,Student,Current Account,2024-03-26,Middle,Active
CUST007327,Ayesha,Raza,Male,1993-05-14,Quetta,West,Business Owner,Digital Wallet,2025-04-20,Lower-Middle,Dormant
CUST007328,Sara,Qureshi,Female,1979-03-04,Sialkot,Central,Salaried,Savings Account,2024-04-07,Middle,Active
CUST007329,Bilal,Iqbal,Male,1999-08-01,Islamabad,North,Salaried,Savings Account,2024-05-06,Upper-Middle,Active
CUST007330,Hira,Khan,Male,1979-01-10,Lahore,Central,Freelancer,Savings Account,2022-08-28,Lower-Middle,Active
CUST007331,Bilal,Khan,Female,1995-04-22,Rawalpindi,North,Salaried,Digital Wallet,2024-08-28,Upper-Middle,Active
CUST007332,Sana,Malik,Female,2004-09-03,Sukkur,South,Self-Employed,Current Account,2022-09-18,Lower-Middle,Active
CUST007333,Ayesha,Siddiqui,Female,1996-06-23,Gujranwala,Central,Salaried,Current Account,2024-08-05,Lower-Middle,Closed
CUST007334,Sana,Mirza,Female,1991-02-17,Sialkot,Central,Business Owner,Savings Account,2024-02-29,Upper-Middle,Active
CUST007335,Saad,Ahmed,Male,1972-02-08,Sialkot,Central,Salaried,Savings Account,2023-11-02,Middle,Active
CUST007336,Omar,Ahmed,Female,2003-09-04,Dera Ismail Khan,West,Self-Employed,Current Account,2024-09-13,Middle,Active
CUST007337,Noor,Aslam,Male,1982-11-15,Gujranwala,Central,Self-Employed,Savings Account,2024-09-12,Low,Active
CUST007338,Bilal,Aslam,Male,1990-09-12,Lahore,Central,Freelancer,Savings Account,2022-10-08,Low,Active
CUST007339,Maryam,Butt,Female,1990-02-03,Abbottabad,North,Salaried,Savings Account,2023-05-30,Middle,Dormant
CUST007340,Ahmed,Mirza,Male,1975-09-19,Quetta,West,Self-Employed,Savings Account,2023-10-25,Middle,Active
CUST007341,Sana,Shah,Male,1989-04-23,Lahore,Central,Business Owner,Savings Account,2022-07-27,Low,Active
CUST007342,Noor,Khan,Female,1981-08-13,Abbottabad,North,Freelancer,Current Account,2023-05-03,Low,Dormant
CUST007343,Maham,Hussain,Male,1979-08-13,Sukkur,South,Student,Savings Account,2022-02-26,Low,Active
CUST007344,Fatima,Raza,Male,2000-11-24,Islamabad,North,Salaried,Digital Wallet,2023-08-24,Middle,Active
CUST007345,Omar,Iqbal,Female,1994-10-11,Abbottabad,North,Self-Employed,Current Account,2022-10-09,Upper-Middle,Active
CUST007346,Saad,Butt,Male,1985-01-07,Sialkot,Central,Salaried,Premium Account,2022-11-01,Upper-Middle,Active
CUST007347,Saad,Siddiqui,Female,1965-01-23,Gujranwala,Central,Salaried,Digital Wallet,2025-01-25,Lower-Middle,Active
CUST007348,Maryam,Ahmed,Male,1994-12-15,Sialkot,Central,Salaried,Current Account,2022-07-12,Middle,Active
CUST007349,Hamza,Qureshi,Female,1995-04-26,Islamabad,North,Business Owner,Savings Account,2022-06-15,High,Active
CUST007350,Bilal,Qureshi,Male,1971-01-25,Islamabad,North,Freelancer,Digital Wallet,2023-03-15,Upper-Middle,Active
CUST007351,Omar,Mirza,Male,1996-03-22,Islamabad,North,Freelancer,Digital Wallet,2022-02-02,Middle,Active
CUST007352,Fatima,Farooq,Male,1981-06-10,Islamabad,North,Salaried,Premium Account,2025-04-04,Upper-Middle,Active
CUST007353,Bilal,Javed,Male,1995-11-20,Gwadar,West,Salaried,Digital Wallet,2025-09-13,Lower-Middle,Dormant
CUST007354,Ayesha,Siddiqui,Female,1999-12-13,Faisalabad,Central,Business Owner,Digital Wallet,2025-01-07,Upper-Middle,Active
CUST007355,Sana,Hussain,Male,1993-08-21,Gujranwala,Central,Business Owner,Savings Account,2024-12-30,Lower-Middle,Active
CUST007356,Bilal,Butt,Male,2003-04-26,Lahore,Central,Business Owner,Savings Account,2022-05-20,Lower-Middle,Active
CUST007357,Usman,Khan,Male,1968-09-20,Hyderabad,South,Freelancer,Digital Wallet,2024-01-30,Middle,Active
CUST007358,Noor,Hussain,Male,1978-11-14,Peshawar,North,Self-Employed,Digital Wallet,2022-05-01,Middle,Active
CUST007359,Bilal,Farooq,Male,1967-05-27,Abbottabad,North,Salaried,Savings Account,2023-02-16,Middle,Active
CUST007360,Maryam,Farooq,Female,1972-08-24,Sialkot,Central,Business Owner,Digital Wallet,2023-11-06,Upper-Middle,Active
CUST007361,Talha,Hussain,Female,1980-06-07,Gujranwala,Central,Business Owner,Digital Wallet,2024-07-21,Lower-Middle,Active
CUST007362,Hira,Hussain,Male,1965-11-26,Hyderabad,South,Salaried,Digital Wallet,2023-01-15,Upper-Middle,Active
CUST007363,Hira,Javed,Male,1981-08-13,Karachi,South,Salaried,Savings Account,2022-12-17,Low,Dormant
CUST007364,Sara,Khan,Male,1970-01-07,Hyderabad,South,Retired,Savings Account,2025-02-01,Low,Closed
CUST007365,Hassan,Mirza,Male,1969-11-08,Peshawar,North,Student,Current Account,2022-11-03,High,Active
CUST007366,Ahmed,Ahmed,Male,1999-07-22,Islamabad,North,Business Owner,Premium Account,2023-10-28,Upper-Middle,Active
CUST007367,Usman,Malik,Male,1995-06-11,Islamabad,North,Salaried,Digital Wallet,2023-01-28,Low,Active
CUST007368,Ayesha,Siddiqui,Male,1983-03-18,Sukkur,South,Freelancer,Digital Wallet,2025-03-13,Middle,Active
CUST007369,Sana,Hussain,Female,1988-09-13,Quetta,West,Business Owner,Current Account,2024-01-03,Low,Active
CUST007370,Zainab,Shah,Male,1976-01-27,Quetta,West,Salaried,Savings Account,2022-05-29,Middle,Active
CUST007371,Iqra,Malik,Male,1984-03-04,Peshawar,North,Self-Employed,Digital Wallet,2022-07-22,High,Active
CUST007372,Omar,Butt,Female,1996-09-16,Karachi,South,Self-Employed,Digital Wallet,2025-08-21,Middle,Active
CUST007373,Sana,Iqbal,Male,1986-04-10,Faisalabad,Central,Salaried,Digital Wallet,2025-07-11,Middle,Dormant
CUST007374,Maryam,Aslam,Female,1997-09-22,Sukkur,South,Self-Employed,Savings Account,2024-11-16,Upper-Middle,Active
CUST007375,Hassan,Malik,Male,1984-04-26,Faisalabad,Central,Salaried,Digital Wallet,2022-04-17,Middle,Active
CUST007376,Hira,Farooq,Male,1979-09-10,Rawalpindi,North,Self-Employed,Current Account,2024-09-28,Middle,Dormant
CUST007377,Zainab,Shah,Female,2001-09-25,Abbottabad,North,Business Owner,Digital Wallet,2024-06-23,Lower-Middle,Dormant
CUST007378,Omar,Iqbal,Male,2001-09-17,Quetta,West,Salaried,Current Account,2025-07-11,Middle,Active
CUST007379,Noor,Javed,Female,1974-09-02,Lahore,Central,Salaried,Digital Wallet,2023-10-28,Upper-Middle,Active
CUST007380,Ayesha,Aslam,Female,1983-10-22,Faisalabad,Central,Freelancer,Premium Account,2023-10-06,Middle,Active
CUST007381,Maryam,Butt,Male,1996-05-15,Sialkot,Central,Salaried,Savings Account,2024-05-16,Middle,Active
CUST007382,Maryam,Butt,Male,1975-06-27,Lahore,Central,Self-Employed,Current Account,2022-07-23,Lower-Middle,Active
CUST007383,Hamza,Siddiqui,Male,1995-01-13,Dera Ismail Khan,West,Student,Digital Wallet,2024-10-17,Lower-Middle,Active
CUST007384,Ahmed,Siddiqui,Male,2001-05-07,Islamabad,North,Freelancer,Digital Wallet,2023-11-12,Upper-Middle,Active
CUST007385,Iqra,Mirza,Male,1974-06-05,Peshawar,North,Business Owner,Current Account,2022-09-15,Low,Active
CUST007386,Sana,Ahmed,Female,1971-10-03,Hyderabad,South,Salaried,Digital Wallet,2025-01-21,Middle,Active
CUST007387,Talha,Farooq,Male,2003-11-20,Lahore,Central,Business Owner,Current Account,2022-12-29,Upper-Middle,Active
CUST007388,Ahmed,Khan,Male,2005-08-27,Abbottabad,North,Self-Employed,Digital Wallet,2025-03-22,Lower-Middle,Active
CUST007389,Sara,Shah,Male,2000-02-18,Peshawar,North,Student,Current Account,2023-01-09,Lower-Middle,Closed
CUST007390,Hassan,Mirza,Male,1990-03-17,Abbottabad,North,Self-Employed,Savings Account,2023-10-31,Lower-Middle,Active
CUST007391,Fatima,Raza,Male,1968-07-01,Peshawar,North,Salaried,Current Account,2023-08-21,Middle,Active
CUST007392,Sana,Qureshi,Female,2002-06-01,Abbottabad,North,Business Owner,Digital Wallet,2024-09-29,Lower-Middle,Active
CUST007393,Bilal,Malik,Male,1973-12-14,Abbottabad,North,Salaried,Savings Account,2022-09-12,Lower-Middle,Active
CUST007394,Omar,Aslam,Male,1972-03-15,Sukkur,South,Business Owner,Premium Account,2022-12-05,Lower-Middle,Dormant
CUST007395,Fatima,Raza,Male,1994-07-12,Hyderabad,South,Salaried,Premium Account,2022-09-21,Low,Active
CUST007396,Fatima,Ahmed,Female,1980-10-26,Karachi,South,Freelancer,Current Account,2022-11-12,Low,Dormant
CUST007397,Ali,Ahmed,Female,2000-06-09,Gujranwala,Central,Self-Employed,Current Account,2023-09-12,Low,Active
CUST007398,Omar,Malik,Female,2000-03-27,Peshawar,North,Salaried,Digital Wallet,2024-03-13,Upper-Middle,Active
CUST007399,Sana,Javed,Female,1998-02-08,Quetta,West,Business Owner,Premium Account,2025-03-28,Upper-Middle,Active
CUST007400,Ahmed,Khan,Female,1999-08-09,Karachi,South,Freelancer,Digital Wallet,2023-08-01,Middle,Active
CUST007401,Saad,Qureshi,Female,1987-08-09,Gujranwala,Central,Salaried,Current Account,2023-07-16,Low,Dormant
CUST007402,Zainab,Siddiqui,Male,2000-09-22,Abbottabad,North,Student,Current Account,2022-08-09,Middle,Dormant
CUST007403,Omar,Raza,Female,2002-11-09,Gujranwala,Central,Student,Digital Wallet,2022-05-16,Upper-Middle,Active
CUST007404,Sara,Siddiqui,Female,1976-12-13,Faisalabad,Central,Student,Current Account,2024-11-08,Upper-Middle,Active
CUST007405,Bilal,Raza,Male,1982-03-04,Faisalabad,Central,Self-Employed,Current Account,2024-05-16,Middle,Active
CUST007406,Usman,Sheikh,Female,1990-06-11,Rawalpindi,North,Business Owner,Digital Wallet,2023-12-30,Low,Active
CUST007407,Danish,Khan,Female,2000-04-06,Quetta,West,Self-Employed,Digital Wallet,2023-08-31,Lower-Middle,Active
CUST007408,Noor,Malik,Male,1980-11-21,Faisalabad,Central,Self-Employed,Current Account,2023-12-14,High,Active
CUST007409,Bilal,Ahmed,Male,1975-02-22,Faisalabad,Central,Salaried,Premium Account,2025-03-03,Upper-Middle,Dormant
CUST007410,Ahmed,Khan,Female,1978-08-08,Peshawar,North,Self-Employed,Premium Account,2022-09-17,Middle,Active
CUST007411,Ayesha,Iqbal,Male,1997-04-27,Sukkur,South,Student,Current Account,2023-11-14,Lower-Middle,Active
CUST007412,Noor,Shah,Male,1986-01-12,Karachi,South,Salaried,Savings Account,2022-11-27,Lower-Middle,Active
CUST007413,Zainab,Shah,Male,1975-08-23,Rawalpindi,North,Salaried,Savings Account,2022-05-24,Middle,Active
CUST007414,Maryam,Khan,Female,1994-05-07,Sialkot,Central,Salaried,Premium Account,2024-08-06,Lower-Middle,Active
CUST007415,Hira,Mirza,Female,1992-09-24,Lahore,Central,Salaried,Savings Account,2024-08-22,Lower-Middle,Active
CUST007416,Danish,Farooq,Male,1986-05-04,Sukkur,South,Self-Employed,Digital Wallet,2025-03-12,Upper-Middle,Dormant
CUST007417,Hassan,Mirza,Female,1990-03-10,Peshawar,North,Freelancer,Premium Account,2022-01-30,Lower-Middle,Active
CUST007418,Sana,Malik,Male,1974-02-11,Karachi,South,Salaried,Digital Wallet,2022-08-31,Lower-Middle,Active
CUST007419,Talha,Mirza,Female,1972-03-06,Lahore,Central,Student,Digital Wallet,2024-02-26,Lower-Middle,Active
CUST007420,Sana,Shah,Female,1998-06-26,Islamabad,North,Student,Current Account,2025-01-17,Upper-Middle,Active
CUST007421,Bilal,Raza,Female,1992-04-08,Peshawar,North,Self-Employed,Premium Account,2025-07-10,Low,Active
CUST007422,Talha,Mirza,Female,2005-02-12,Abbottabad,North,Salaried,Savings Account,2024-12-14,Middle,Active
CUST007423,Talha,Shah,Female,2003-04-01,Islamabad,North,Salaried,Savings Account,2025-05-23,High,Active
CUST007424,Sana,Farooq,Male,1979-11-19,Gujranwala,Central,Salaried,Digital Wallet,2025-01-20,Upper-Middle,Dormant
CUST007425,Saad,Aslam,Male,1983-11-05,Hyderabad,South,Salaried,Savings Account,2023-03-09,Middle,Active
CUST007426,Noor,Siddiqui,Male,1999-05-08,Rawalpindi,North,Business Owner,Digital Wallet,2024-03-07,Middle,Active
CUST007427,Iqra,Butt,Male,1965-07-25,Gwadar,West,Self-Employed,Digital Wallet,2024-05-19,Middle,Active
CUST007428,Usman,Shah,Male,2000-03-24,Peshawar,North,Business Owner,Savings Account,2023-04-27,Low,Dormant
CUST007429,Bilal,Siddiqui,Male,1971-05-04,Faisalabad,Central,Freelancer,Current Account,2025-04-27,Low,Active
CUST007430,Noor,Sheikh,Male,1975-08-17,Gwadar,West,Salaried,Savings Account,2024-11-21,Low,Dormant
CUST007431,Sana,Siddiqui,Male,1984-01-21,Sukkur,South,Freelancer,Digital Wallet,2023-12-09,Middle,Active
CUST007432,Zainab,Khan,Female,1993-11-26,Gujranwala,Central,Salaried,Savings Account,2023-10-20,Middle,Active
CUST007433,Hira,Iqbal,Male,1979-11-07,Karachi,South,Self-Employed,Digital Wallet,2024-12-21,Middle,Active
CUST007434,Talha,Ahmed,Female,2003-12-09,Islamabad,North,Student,Digital Wallet,2022-10-31,Low,Active
CUST007435,Saad,Sheikh,Male,1997-03-07,Islamabad,North,Student,Digital Wallet,2022-10-27,Middle,Active
CUST007436,Maryam,Javed,Male,1995-11-15,Faisalabad,Central,Student,Digital Wallet,2023-07-05,Lower-Middle,Active
CUST007437,Talha,Ahmed,Male,1996-02-17,Islamabad,North,Student,Premium Account,2022-06-24,Upper-Middle,Active
CUST007438,Bilal,Aslam,Male,1966-11-06,Gujranwala,Central,Salaried,Savings Account,2023-09-19,High,Active
CUST007439,Ahmed,Aslam,Male,1998-02-01,Peshawar,North,Self-Employed,Premium Account,2023-08-16,Middle,Dormant
CUST007440,Usman,Raza,Male,1989-05-04,Dera Ismail Khan,West,Self-Employed,Digital Wallet,2023-11-23,Middle,Active
CUST007441,Sara,Malik,Male,1972-12-06,Karachi,South,Freelancer,Savings Account,2023-09-24,Lower-Middle,Active
CUST007442,Bilal,Mirza,Female,1996-07-16,Sukkur,South,Retired,Digital Wallet,2025-05-13,Middle,Closed
CUST007443,Maryam,Mirza,Male,1969-03-06,Hyderabad,South,Salaried,Digital Wallet,2023-01-11,Middle,Active
CUST007444,Fatima,Siddiqui,Male,1990-05-22,Islamabad,North,Student,Savings Account,2023-07-17,Upper-Middle,Active
CUST007445,Iqra,Malik,Female,1988-04-18,Islamabad,North,Salaried,Digital Wallet,2024-10-07,Lower-Middle,Closed
CUST007446,Sara,Butt,Male,1966-12-06,Faisalabad,Central,Student,Savings Account,2023-01-25,Lower-Middle,Active
CUST007447,Maham,Shah,Female,1980-05-27,Faisalabad,Central,Salaried,Premium Account,2024-06-17,Low,Active
CUST007448,Hamza,Raza,Male,1969-02-19,Faisalabad,Central,Student,Digital Wallet,2025-08-10,Upper-Middle,Active
CUST007449,Saad,Qureshi,Female,2003-02-24,Gujranwala,Central,Salaried,Premium Account,2023-05-29,Middle,Active
CUST007450,Hamza,Farooq,Male,1997-07-19,Faisalabad,Central,Student,Current Account,2022-11-28,Middle,Active
CUST007451,Ahmed,Malik,Female,2005-01-18,Rawalpindi,North,Self-Employed,Savings Account,2022-09-18,Lower-Middle,Active
CUST007452,Saad,Shah,Male,1985-03-14,Islamabad,North,Student,Savings Account,2022-01-16,Middle,Active
CUST007453,Danish,Shah,Female,1978-08-18,Faisalabad,Central,Salaried,Savings Account,2023-01-24,Middle,Active
CUST007454,Sana,Shah,Male,2004-11-21,Gujranwala,Central,Freelancer,Premium Account,2025-03-09,High,Active
CUST007455,Hamza,Farooq,Male,1977-02-27,Gwadar,West,Business Owner,Premium Account,2022-12-15,Middle,Active
CUST007456,Omar,Ahmed,Male,1982-05-17,Sialkot,Central,Self-Employed,Digital Wallet,2025-07-30,Middle,Active
CUST007457,Maryam,Malik,Female,1970-05-21,Karachi,South,Self-Employed,Savings Account,2025-07-28,Middle,Active
CUST007458,Ahmed,Siddiqui,Male,1998-11-26,Sukkur,South,Salaried,Current Account,2024-07-22,Upper-Middle,Active
CUST007459,Maryam,Iqbal,Female,1969-10-17,Islamabad,North,Business Owner,Digital Wallet,2025-09-04,Middle,Closed
CUST007460,Hira,Hussain,Female,1966-12-21,Faisalabad,Central,Salaried,Digital Wallet,2023-07-13,Middle,Active
CUST007461,Maryam,Qureshi,Male,1999-08-06,Gujranwala,Central,Student,Digital Wallet,2025-08-02,Low,Active
CUST007462,Ali,Malik,Female,1999-03-24,Gujranwala,Central,Student,Current Account,2024-01-15,Middle,Active
CUST007463,Danish,Butt,Female,2000-12-27,Rawalpindi,North,Salaried,Digital Wallet,2022-04-21,Upper-Middle,Active
CUST007464,Sara,Ahmed,Female,2000-10-10,Gwadar,West,Salaried,Digital Wallet,2025-02-13,Upper-Middle,Active
CUST007465,Usman,Sheikh,Female,1970-08-24,Quetta,West,Retired,Premium Account,2025-07-25,Middle,Active
CUST007466,Sana,Hussain,Female,1979-05-22,Islamabad,North,Business Owner,Premium Account,2025-04-27,Lower-Middle,Active
CUST007467,Ali,Butt,Female,1996-10-07,Peshawar,North,Student,Savings Account,2023-07-25,Low,Active
CUST007468,Usman,Siddiqui,Male,1977-05-27,Peshawar,North,Business Owner,Premium Account,2022-05-21,Lower-Middle,Active
CUST007469,Noor,Iqbal,Female,1996-04-16,Sukkur,South,Salaried,Current Account,2024-03-12,Middle,Active
CUST007470,Sana,Farooq,Male,2002-04-05,Faisalabad,Central,Freelancer,Current Account,2025-04-03,Upper-Middle,Closed
CUST007471,Ahmed,Qureshi,Male,2004-08-03,Abbottabad,North,Self-Employed,Current Account,2025-02-24,Middle,Active
CUST007472,Sara,Javed,Male,1996-08-14,Sukkur,South,Salaried,Digital Wallet,2024-04-25,Low,Dormant
CUST007473,Sana,Mirza,Male,1997-03-15,Faisalabad,Central,Business Owner,Digital Wallet,2024-12-12,Lower-Middle,Active
